反间之计 fǎn jiàn zhī jì
胡作乱为 hú zuò luàn wéi
另辟蹊径 lìng pì xī jìng
反目为仇 fǎn mù wéi chóu
花簇锦攒 huā cù jǐn cuán
花攒锦簇 huā cuán jǐn cù
花攒锦聚 huā cuán jǐn jù
东歪西倒 dōng wāi xī dǎo
压倒元白 yā dǎo yuán bái
呼天唤地 hū tiān huàn dì
五倍子虫 wǔ bèi zǐ chóng
曲终奏雅 qǔ zhōng zòu yǎ
读书种子 dú shū zhǒng zǐ
口不应心 kǒu bù yìng xīn
有失厚道 yǒu shī hòu dao
红颜白发 hóng yán bái fà
口干舌燥 kǒu gān shé zào
毫无用处 háo wú yòng chu
寻行数墨 xún háng shǔ mò
泄露天机 xiè lòu tiān jī
曲肱而枕 qǔ gōng ér zhěn
有求必应 yǒu qiú bì yìng
湘潭地区 xiāng tán dì qū
反动势力 fǎn dòng shì li
前半天儿 qián bàn tiān r
号天扣地 hào tiān kòu dì
斗榫合缝 dǒu sǔn hé fèng
渣打银行 zhā dǎ yín háng
削铅笔机 xiāo qiān bǐ jī
削职为民 xuē zhí wéi mín
古典音乐 gǔ diǎn yīn yuè
回天倒日 huí tiān dǎo rì
心驰魏阙 xīn chí wèi què
代表大会 dài biǎo dà huì
心在魏阙 xīn zài wèi què
操作系统 cāo zuō xì tǒng
戟指嚼舌 jǐ zhǐ jiáo shé
淡然置之 dàn rán zhì zhī
淡然处之 dàn rán chǔ zhī
诞谩不经 dàn màn bù jīng
以规为瑱 yǐ guī wéi tiàn
殚诚毕虑 dān chéng bì lǜ
歪歪倒倒 wāi wāi dǎo dǎo
分风劈流 fēn fēng pǐ liú
分兵把口 fèn bīng bǎ kǒu
佳人薄命 jiā rén bó mìng
狼号鬼哭 láng háo guǐ kū
大相国寺 dà xiàng guó sì
大事铺张 dà shì pū zhāng
犹未为晚 yóu wèi wéi wǎn
间不容息 jiàn bù róng xī
大局为重 dà jú wéi zhòng
率尔操觚 shuài ěr cāo gū
拖天扫地 tuō tiān sǎo dì
箪食壶浆 dān sì hú jiāng
基因重组 jī yīn chóng zǔ
间接推理 jiàn jiē tuī lǐ
撼地摇天 hàn dì yáo tiān
计穷力尽 jì qióng lì jìn
收拾残局 shōu shi cán jú
爵士音乐 jué shì yīn yuè
计穷虑尽 jì qióng lǜ jìn
熯天炽地 hàn tiān chì dì
箕山之志 jī shān zhī zhì
倒绷孩儿 dào bēng hái ér
含混不清 hán hún bù qīng
洒扫应对 sǎ sào yìng duì
物资供应 wù zī gōng yìng
积以为常 jī yǐ wéi cháng
极天罔地 jí tiān wǎng dì
擢发难数 zhuó fà nán shǔ
箪食瓢饮 dān sì piáo yǐn
原子爆弹 yuán zǐ bào dàn
儋石之储 dàn shí zhī chǔ
吉凶未卜 jí xiōng wèi bǔ
脱袍退位 tuō páo tuì wèi
拖麻拽布 tuō má zhuài bù
出没无常 chū mò wú cháng
规旋矩折 guī xuán jǔ shé
氢氧离子 qīng yǎng lí zǐ
鹑衣鹄面 chún yī hú miàn
氢原子核 qīng yuán zǐ hé
通讯地址 tōng xùn dì zhǐ
分外妖娆 fèn wài yāo ráo
氧乙炔焊 yǎng yǐ quē hàn
和尚打伞 hé shang dǎ sǎn
浇风薄俗 jiāo fēng bó sú
鬼蜮伎俩 guǐ yù jì liǎng
通同一气 tōng tóng yī yì
甚感诧异 shèn gǎn chà yì
通天达地 tōng tiān dá dì
以毛相马 yǐ máo xiàng mǎ
和睦相处 hé mù xiāng chǔ
刿鉥肝肾 guì xù gān shèn
教书育人 jiāo shū yù rén
嚼铁咀金 jiáo tiě jǔ jīn
提起精神 tí qǐ jīng shen
用尽心机 yòng jìn xīn jī
教一识百 jiāo yī shí bǎi
扼腕长叹 è wàn cháng tàn
投传而去 tóu zhuàn ér qù
玩儿不转 wán ér bù zhuàn
理性认识 lǐ xìng rèn shi
措置得当 cuò zhì dé dàng
过为已甚 guò wéi yǐ shèn
屯蹶否塞 tún juě fǒu sāi
存亡未卜 cún wáng wèi bǔ
推轮捧毂 tuī lún pěng gū
捡洋落儿 jiǎn yáng là ér
理性知识 lǐ xìng zhī shi
见义敢为 jiàn yì gǎn wéi
尖嘴薄舌 jiān zuǐ bó shé
攒锋聚镝 cuán fēng jù dí
寸地尺天 cùn dì chǐ tiān
分内之事 fèn nèi zhī shì
将门虎子 jiàng mén hǔ zǐ
啛啛喳喳 cuì cuì chā chā
兔角龟毛 tu jiao gui mao
过而能改 guò ér néng gǎi
土地公公 tǔ dì gōng gōng
投资银行 tóu zī yín háng
未卜先知 wèi bǔ xiān zhī
极情尽致 jí qíng jìn zhì
斗筲之器 dǒu shāo zhī qì
无穷无尽 wú qióng wú jìn
分解代谢 fēn jiě dài xiè
无声无臭 wú shēng wú xiù
方寸之地 fāng cùn zhī dì
防雷接地 fáng léi jiē dì
无以为生 wú yǐ wéi shēng
火急火燎 huǒ jí huǒ liǎo
同归于尽 tóng guī yú jìn
朝鲜字母 cháo xiǎn zì mǔ
地灵人杰 dì líng rén jié
地理环境 dì lǐ huán jìng
抵死谩生 dǐ sǐ màn shēng
地老天昏 dì lǎo tiān hūn
无为而成 wú wéi ér chéng
敷衍了事 fū yǎn liǎo shì
地旷人稀 dì kuàng rén xī
地空导弹 dì kōng dǎo dàn
豁然省悟 huò rán xǐng wù
整齐划一 zhěng qí huá yī
枉曲直凑 wǎng qǔ zhí còu
鹞子翻身 yào zǐ fān shēn
所作所为 suǒ zuò suǒ wéi
分毫之差 fēn háo zhī chā
地震震级 dì zhèn zhèn jí
合同各方 hé tong gè fāng
为国为民 wéi guó wéi mín
为时未晚 wéi shí wèi wǎn
舞衫歌扇 wǔ shān gē shàn
威风扫地 wēi fēng sǎo dì
合众为一 hé zhòng wéi yī
为时过早 wéi shí guò zǎo
瑶台银阙 yáo tái yín què
地质年代 dì zhì nián dài
方差分析 fāng chā fēn xī
没有差别 méi yǒu chā bié
魂飞魄丧 hún fēi pò sāng
为非作歹 wéi fēi zuò dǎi
兴利除害 xīng lì chú hài
违法行为 wéi fǎ xíng wéi
婚生子女 hūn shēng zǐ nǚ
没有关系 méi yǒu guān xi
数码相机 shù mǎ xiàng jī
没有什么 méi yǒu shén me
数珠念佛 shǔ zhū niàn fó
整个地球 zhěng gè dì qíu
量力度德 liàng lì duó dé
倒三颠四 dǎo sān diān sì
道在人为 dào zài rén wéi
费尽心血 fèi jìn xīn xuè
澄沙汰砾 dèng shā tài lì
瞪目哆口 dèng mù chǐ kǒu
吐蕃王朝 tǔ bō wáng cháo
无为自成 wú wéi zì chéng
营业时候 yíng yè shí hou
积年累岁 jī nián lěi suì
沈北新区 shěn běi xīn qū
教堂墓地 jiào táng mù dì
倒因为果 dǎo yīn wéi guǒ
积累经验 jī lěi jīng yàn
故地重游 gù dì chóng yóu
君子之交 jūn zǐ zhī jiāo
一重一掩 yī chóng yī yǎn
遗臭万载 yí chòu wàn zǎi
放不下心 fàng bu xià xīn
放下包袱 fàng xia bāo fu
性别差异 xìng bié chā yì
飞将数奇 fē jiàng shù jī
行间字里 háng jiān zì lǐ
地棘天荆 dì jí tiān jīng
望风披靡 wàng fēng pī mǐ
激薄停浇 jī bó tíng jiāo
煞有介事 shà yǒu jiè shì
熬更守夜 áo gēng shǒu yè
地产公司 dì chǎn gōng sī
棘地荆天 jí dì jīng tiān
方正不阿 fāng zhèng bù ē
兴废继绝 xīng fèi jì jué
异常处理 yì cháng chǔ lǐ
疾风甚雨 jí fēng shèn yǔ
燕京大学 yān jīng dà xué
非分之财 fēi fèn zhī cái
地北天南 dì běi tiān nán
急公好施 jí gōng hào shī
积功兴业 jī gōng xīng yè
瞪眼咋舌 dèng yǎn zé shé
兴讹造讪 xīng é zào shàn
饥寒交切 jī hán jiāo qiē
计尽力穷 jì jìn lì qióng
燕京啤酒 yān jīng pí jǐu
兆电子伏 zhào diàn zǐ fú
庞眉白发 páng méi bái fà
草头天子 cǎo tóu tiān zǐ
胆大妄为 dǎn dà wàng wéi
品竹调丝 pǐn zhú tiáo sī
脚不点地 jiǎo bù diǎn dì
小里小气 xiǎo li xiǎo qì
平地风波 píng dì fēng bō
虱胫虮肝 shī jìng jī gān
腹笥便便 fù sì pián pián
腹笥甚宽 fù sì shèn kuān
中郎将 zhōng láng jiàng
平地楼台 píng dì lóu tái
间接宾语 jiàn jiē bīn yǔ
失马塞翁 shī mǎ sài wēng
间不容发 jiān bù róng fà
十行俱下 shí háng jù xià
平均误差 píng jūn wù chā
地震学家 dì zhèn xué jiā
开发银行 kāi fā yín háng
对称破缺 duì chèn pò quē
十夫楺椎 shí fū zhī zhuī
对牛弹琴 duì niú tán qín
自投罗网 zì tóu luó wǎng
脚不沾地 jiǎo bù zhān dì
脱骨成佛 tuō gǔ chéng fó
凭虚公子 píng xū gōng zǐ
骈拇枝指 pián mǔ zhī zhǐ
实验研究 shí yàn yán jiū
否终复泰 pǐ zhōng fù tài
否终则泰 pǐ zhōng zé tài
指皂为白 zhǐ zào wéi bái
随声附和 suí shēng fù hè
置锥之地 zhì zhuī zhī dì
就地正法 jiù dì zhèng fǎ
什围伍攻 shí wéi wǔ gōng
尖酸刻薄 jiān suān kè bó
九江地区 jǐu jiāng dì qū
阿里山乡 a lǐ shān xiāng
阿谀奉承 ē yú fèng chéng
地角天涯 dì jiǎo tiān yá
九齿钉耙 jǐu chǐ dīng pá
脊椎动物 jǐ zhuī dòng wù
漂泊无定 piāo bó wú dìng
漂母进饭 piāo mǔ jìn fàn
十夫桡椎 shí fū ráo zhuī
自视甚高 zì shì shèn gāo
苍颜白发 cāng yán bái fà
中子俘获 zhōng zǐ fú huò
铸剑为犁 zhù jiàn wéi lí
兴冲冲 xīng chōng chōng
助桀为暴 zhù jié wéi bào
兴灭继绝 xīng miè jì jué
助桀为虐 zhù jié wéi nüè
主客颠倒 zhǔ kè diān dǎo
宁缺毋滥 nìng quē wú làn
宁缺勿滥 nìng quē wù làn
宁左勿右 nìng zuǒ wù yòu
实地访视 shí dì fǎng shì
兴旺发达 xīng wàng fā dá
察微知著 chá wēi zhī zhù
泣数行下 qì shù háng xià
神至之笔 shén zhì zhī bǐ
欺天罔地 qī tiān wǎng dì
长期以来 cháng qī yǐ lái
深恶痛疾 shēn wù tòng jí
家庭地址 jiā tíng dì zhǐ
芝麻小事 zhī ma xiǎo shì
长安大学 cháng ān dà xué
七返还丹 qī fǎn huán dān
生死未卜 shēng sǐ wèi bǔ
开卷有益 kāi juàn yǒu yì
铺眉苫眼 pū méi shàn yǎn
周郎顾曲 zhōu láng gù qǔ
闭卷考试 bì juàn kǎo shì
闭上嘴巴 bì shang zuǐ bā
与世无争 yú shì wú zhēng
扑地掀天 pū dì xiān tiān
与世长辞 yǔ shì cháng cí
与人为善 yǔ rén wéi shàn
铺眉蒙眼 pū méi méng yǎn
专心一意 zhuān xīn yī yì
长足进步 cháng zú jìn bù
实地调查 shí dì diào chá
仆仆风尘 pú pú fēng chén
暴腮龙门 pù sāi lóng mén
昼乾夕惕 zhòu qián xī tì
诗肠鼓吹 shī chá gǔ chuì
射频干扰 shè pín gān rǎo
咒天骂地 zhòu tiān mà dì
长途跋涉 cháng tú bá shè
长途汽车 cháng tú qì chē
否往泰来 pǐ wǎng tài lái
干净俐落 gān jìng lì luò
深文曲折 shēn wén qǔ shé
亨特泰罗 hēng tè tài luó
束戈卷甲 shù gē juàn jiǎ
难乎为情 nán hū wéi qíng
人杰地灵 rén jié dì líng
亹亹不倦 tān wěi bù juàn
首都领地 shǒu dū lǐng dì
难以为情 nán yǐ wéi qíng
枕曲藉糟 zhěn qū jiè zāo
带薪休假 dài xīn xiū jià
首要任务 shǒu yào rèn wu
难更仆数 nán gēng pú shǔ
饶舌音乐 ráo shé yīn yuè
帝王切开 dì wáng qiē kāi
内省不疚 nèi xǐng bù jiù
食物中毒 shí wù zhòng dú
交通阻塞 jiāo tōng zǔ sè
交通堵塞 jiāo tōng dǔ sè
风尘仆仆 fēng chén pú pú
亚曼牙乡 yà màn yá xiāng
颠来倒去 diān lái dǎo qù
南郭处士 nán guō chǔ shì
泥名失实 nì míng shī shí
人谁无过 rén shéi wú guò
康巴藏区 kāng bā zàng qū
爱出风头 ài chū fēng tou
熟思审处 shú sī shěn chǔ
鼓鼓囊囊 gǔ gǔ nāng nāng
束身自好 shù shēn zì hào
地方法院 dì fāng fǎ yuàn
人鱼小姐 rén yú xiǎo jie
没世难忘 mò shì nán wàng
黎明时分 lí míng shí fèn
几可乱真 jī kě luàn zhēn
黄土地貌 huáng tǔ dì mào
置之脑后 zhì zhī nǎo hòu
盐碱湿地 yán jiǎn shī dì
遮地盖天 zhē dì gài tiān
暮暮朝朝 mù mù zhāo zhāo
遮地漫天 zhē dì màn tiān
魂不守舍 hún bù shǒu shè
人模狗样 rén mú gǒu yàng
人情味儿 rén qíng wèi ér
遮天盖地 zhē tiān gài dì
颠三倒四 diān sān dǎo sì
逆施倒行 nì shī dǎo xíng
圣德太子 shèng dé tài zǐ
知识产业 zhī shi chǎn yè
地产大亨 dì chǎn dà hēng
攀花折柳 pān huā shé liǔ
攀藤揽葛 pān téng lǎn gě
电邮地址 diàn yóu dì zhǐ
电磁干扰 diàn cí gān rǎo
别别扭扭 biè biè niú niu
庞眉皓发 páng méi hào fà
考试卷子 kǎo shì juàn zi
指山卖磨 zhǐ shān mài mò
电子工业 diàn zǐ gōng yè
老少皆宜 lǎo shào jiē yí
知识结构 zhī shi jié gòu
电子器件 diàn zǐ qì jiàn
培训要求 péi xùn yāo qiú
电动葫芦 diàn dòng hú lu
雪山太子 xuě shān tài zǐ
指天画地 zhǐ tiān huà dì
披发缨冠 pī fā yīng guàn
离子交换 lí zǐ jiāo huàn
干净利落 gān jìng lì luò
左邻右舍 zuǒ lín yòu shè
老两口儿 lǎo liǎng kǒu r
颜面扫地 yán miàn sǎo dì
习以为常 xí yǐ wéi cháng
罗雀掘鼠 luó què jué shǔ
树倒根摧 shù dǎo gēn cuī
黏黏糊糊 nián nián hū hū
疏不间亲 shū bù jiàn qīn
二重母音 èr chóng mǔ yīn
指不胜偻 zhǐ bù shèng lǚ
顶天立地 dǐng tiān lì dì
年谊世好 nián yì shì hào
韶关地区 sháo guān dì qū
书本知识 shū běn zhī shi
怒涛澎湃 nù tāo péng pài
事怕行家 shì pà háng jiā
地热电站 dì rè diàn zhàn
事在人为 shì zài rén wéi
掷地赋声 zhì dì fù shēng
宁折不弯 nìng zhé bù wān
鞠躬尽瘁 jū gōng jìn cuì
地球磁场 dì qíu cí chǎng
知地知天 zhī dì zhī tiān
栉风酾雨 zhì fēng shī yǔ
止戈兴仁 zhǐ gē xīng rén
花天酒地 huā tiān jiǔ dì
摸不着边 mō bù zhuó biān
人自为战 rén zì wéi zhàn
处世之道 chǔ shì zhī dào
人民公仆 rén mín gōng pú
处世原则 chǔ shì yuán zé
处之泰然 chǔ zhī tài rán
处事原则 chǔ shì yuán zé
人事不省 rén shì bù xǐng
走漏消息 zǒu lòu xiāo xi
一无所长 yī wú suǒ cháng
贸易顺差 mào yì shùn chā
费加罗报 fèi jiā luó bào
女性厌恶 nǔ: xìng yàn wù
买椟还珠 mǎi dú huán zhū
奏鸣曲式 zòu míng qǔ shì
日长似岁 rì cháng sì suì
贝多罗树 bèi duō luó shù
谢天谢地 xiè tiān xiè dì
钻天入地 zuān tiān rù dì
日朘月削 rì juān yuè xuē
一技之长 yī jì zhī cháng
赶尽杀绝 gǎn jìn shā jué
一矢中的 yī shǐ zhòng dì
日省月修 rì xǐng yuè xiū
转入地下 zhuǎn rù dì xià
曲眉丰颊 qǔ méi fēng jiá
办公地址 bàn gōng dì zhǐ
三更半夜 sān gēng bàn yè
如数家珍 rú shǔ jiā zhēn
好高骛远 hào gāo wù yuǎn
好酒贪杯 hào jiǔ tān bēi
总体要求 zǒng tǐ yāo qiú
好为人师 hào wéi rén shī
辐射对称 fú shè duì chèn
曲学诐行 qǔ xué hǎo xíng
轻浪浮薄 qīng làng fú bó
一走了之 yī zǒu liǎo zhī
轻嘴薄舌 qīng zuǐ bó shé
大便干燥 dà biàn gān zào
好吃懒做 hào chī lǎn zuò
一言为定 yī yán wéi dìng
一笑置之 yī xiào zhì zhī
好久不见 hǎo jǐu bu jiàn
日省月试 rì xǐng yuè shì
一念之差 yī niàn zhī chā
蔚为大观 wèi wéi dà guān
三尺童子 sān chǐ tóng zǐ
天竺牡丹 tiān zhú mǔ dan
天然本地 tiān rán běn dì
天灾地孽 tiān zāi dì niè
天水地区 tiān shuǐ dì qū
衡阳地区 héng yáng dì qū
大兴安岭 dà xīng ān lǐng
三老五更 sān lǎo wǔ gēng
大处着眼 dà chù zhuó yǎn
衣锦荣归 yì jǐn róng guī
左右为难 zuǒ yòu wéi nán
衡水地区 héng shuǐ dì qū
天地悬隔 tiān dì xuán gé
觅食行为 mì shí xíng wéi
天南地北 tiān nán dì běi
一之谓甚 yī zhī wèi shèn
一之为甚 yī zhī wéi shèn
要买人心 yāo mǎi rén xīn
塞翁之马 sài wēng zhī mǎ
天经地义 tiān jīng dì yì
坐地分赃 zuò dì fēn zāng
日削月朘 rì xuē yuè juān
汝成人耶 nu cheng ren ye
日以为常 rì yǐ wéi cháng
一弹指顷 yī tán zhǐ qǐng
一年半载 yī nián bàn zǎi
一年到头 yì nián dào tóu
誓死不降 shì sǐ bù xiáng
认识不能 rèn shi bù néng
太阳黑子 tài yáng hēi zǐ
肉山脯林 ròu shān fǔ lín
坐不重席 zuò bù chóng xí
天造地设 tiān zào dì shè
诛尽杀绝 zhū jìn shā jué
详尽无遗 xiáng jìn wú yí
一天到晚 yì tiān dào wǎn
词项逻辑 cí xiàng luó ji
一多对应 yī duō duì yìng
行为主义 xíng wéi zhǔ yì
作歹为非 zuò dǎi wéi fēi
大腹便便 dà fù pián pián
设身处地 shè shēn chǔ dì
三藏法师 sān zàng fǎ shī
山崩地塌 shān bēng dì tā
身首异地 shēn shǒu yì dì
华纳兄弟 huà nà xīong dì
抓破脸子 zhuā pò liǎn zǐ
强得易贫 qiǎng dé yì pín
针线活儿 zhēn xiàn huó r
庄稼户儿 zhuāng jia hù r
强而后可 qiǎng ér hòu kě
不为所动 bù wéi suǒ dòng
塞翁失马 sài wēng shī mǎ
字里行间 zì lǐ háng jiān
不求甚解 bù qiú shèn jiě
蛇蝎为心 shé xiē wéi xīn
千载一时 qiān zǎi yī shí
量子力学 liàng zǐ lì xué
量力而为 liàng lì ér wéi
强食自爱 qiǎng shí zì ài
重码词频 chóng mǎ cí pín
强自取折 qiáng zì qǔ shé
敲骨剥髓 qiāo gǔ bāo suǐ
翘首企足 qiáo shǒu qǐ zú
敲诈勒索 qiāo zhà lè suǒ
切近的当 qiē jìn de dāng
将伯之呼 qiāng bó zhī hū
键盘乐器 jiàn pán yuè qì
切树倒根 qiē shù dǎo gēn
深厉浅揭 shēn lì qiǎn qì
千金之子 qiān jīn zhī zǐ
沈诗任笔 shěn shī rèn bǐ
客户应用 kè hù yìng yòng
褚小杯大 zhǔ xiǎo bēi dà
花旗银行 huā qí yín háng
花朝月夕 huā zhāo yuè xī
千里之志 qiān lǐ zhī zhì
花花公子 huā huā gōng zǐ
千磨百折 qiān mó bǎi shé
不着边际 bù zhuó biān jì
千载一会 qiān zǎi yī huì
审己度人 shěn jǐ duó rén
钻故纸堆 zuàn gù zhǐ duī
神号鬼哭 shén háo guǐ kū
乾乾翼翼 qián qián yì yì
守正不阿 shǒu zhèng bù ē
属垣有耳 zhǔ yuán yǒu ěr
千载难遇 qiān zǎi nán yù
不省人事 bù xǐng rén shì
千载一弹 qiān zǎi yī dàn
著作权法 zhù zuò quán fǎ
不定冠词 bù dìng guàn cí
求神问卜 qiú shén wèn bǔ
多灾多难 duō zāi duō nàn
适度微调 shì dù wēi tiáo
倾心尽力 qīng xīn jìn lì
情至意尽 qíng zhì yì jìn
娱乐场所 yú lè cháng suǒ
请自隗始 qǐng zì wěi shǐ
子孙满堂 zǐ sūn mǎn táng
穷不失义 qióng bù shī yì
遍地开花 biàn dì kāi huā
运城地区 yùn chéng dì qū
多站地址 duō zhàn dì zhǐ
婆罗门教 pó luó mén jiào
逼人太甚 bī rén tài shèn
进退为难 jìn tuì wéi nán
蒙托罗拉 méng tuō luó lā
蒙罗维亚 méng luó wéi yà
通信地址 tōng xìn dì zhǐ
蓬头散发 péng tóu sàn fà
这还了得 zhè hái liǎo dé
求过于供 qiú guò yú gòng
求神拜佛 qiú shén bài fó
情见力屈 qíng xiàn lì qū
情见乎辞 qíng xiàn hū cí
不可胜数 bù kě shèng shǔ
青灯古佛 qīng dēng gǔ fó
追趋逐耆 zhuī qū zhú shì
且住为佳 qiě zhù wéi jiā
寝丘之志 qǐn qiū zhī zhì
琴瑟失调 qín sè shī tiáo
子丑寅卯 zǐ chǒu yín mǎo
重定向 chóng dìng xiàng
轻财好义 qīng cái hào yì
子宫颈癌 zǐ gōng jǐng ái
酸不溜秋 suān bu līu qīu
配送地址 pèi sòng dì zhǐ
边境地区 biān jìng dì qū
上饶地区 shàng ráo dì qū
著书立说 zhù shū lì shuō
都会传奇 dū huì chuán qí
都市传奇 dū shì chuán qí
邵阳地区 shào yáng dì qū
逻辑演算 luó ji yǎn suàn
苫眼铺眉 shān yǎn pū méi
边缘地区 biān yuán dì qū
青山一发 qīng shān yī fà
嫩江地区 nèn jiāng dì qū
哀鸿遍地 āi hóng biàn dì
各自为政 gè zì wéi zhèng
廊坊地区 láng fáng dì qū
尨眉皓发 mánɡ méi hào fà
空地导弹 kòng dì dǎo dàn
锚固长度 máo gù cháng dù
毛发之功 máo fà zhī gōng
朝折暮折 zhāo shé mù shé
不了而了 bù liǎo ér liǎo
弹痕累累 dàn hén léi léi
百身莫赎 bǎi shēn mò shú
地主家庭 dì zhǔ jiā tíng
不了不当 bù liǎo bù dàng
朝攀暮折 zhāo pān mù shé
白云亲舍 bái yún qīn shè
铄古切今 shuò gǔ qiē jīn
任人唯亲 rèn rén wéi qīn
埋三怨四 mán sān yuàn sì
夙兴昧旦 sù xīng mèi dàn
朝欢暮乐 zhāo huān mù lè
漫地漫天 màn dì màn tiān
四川盆地 sì chuān pén dì
地下通道 dì xià tōng dào
伏地挺身 fú dì tǐng shēn
满堂喝彩 mǎn táng hè cǎi
百载树人 bǎi zǎi shù rén
漫天盖地 màn tiān gài dì
不遑启处 bù huáng qǐ chǔ
瞒天瞒地 mán tiān mán dì
瞒天昧地 mán tiān mèi dì
弹道导弹 dàn dào dǎo dàn
漫天掩地 màn tiān yǎn dì
貌似强大 mào sì qiáng dà
谩辞哗说 màn cí huá shuō
白发红颜 bái fà hóng yán
八方风雨 bā fāng fēng yǔ
八方呼应 bā fāng hū yìng
靡靡之声 mǐ mǐ zhī shēng
绝食抗议 jué shí kàng yì
肇庆地区 zhào qìng dì qū
爱乐乐团 ài yuè yuè tuán
孟什维克 mèng shí wéi kè
裂眦嚼齿 liè zì jiáo chǐ
强词夺理 qiǎng cí duó lǐ
临敌易将 lín dí yì jiàng
蒙蒙细雨 mēng mēng xì yǔ
遂迷忘反 suí mí wàng fǎn
白发苍颜 bái fà cāng yán
临难不恐 lín nàn bù kǒng
组成部分 zǔ chéng bù fen
昧地瞒天 mèi dì mán tiān
凌波仙子 líng bō xiān zǐ
领导班子 líng dǎo bān zǐ
仰屋著书 yǎng wū zhù shū
地勤人员 dì qín rén yuán
顺蔓摸瓜 shùn wàn mō guā
百口莫辩 bǎi kǒu mò biàn
佛蒙特州 fó méng tè zhōu
麟子凤雏 lín zǐ fèng chú
积年累月 jī nián lěi yuè
细嚼慢咽 xì jiáo màn yàn
以眼还眼 yǐ yǎn huán yǎn
百喙莫辩 bǎi huì mò biàn
绍兴地区 shào xīng dì qū
门堪罗雀 mén kān luó què
流天澈地 liú tiān chè dì
统一新罗 tǒng yī xīn luó
标题音乐 biāo tí yīn yuè
复兴时代 fù xīng shí dài
并为一谈 bìng wéi yī tán
曾母投杼 zēng mǔ tóu zhù
肆意横行 sì yì héng xíng
屏气敛息 bǐng qì liǎn xī
落草为寇 luò cǎo wéi kòu
别无长物 bié wú cháng wù
别开蹊径 bié kāi xī jìng
战略地位 zhàn luè dì wèi
碧波荡漾 bì bō dàng yàng
蔽聪塞明 bì cōnɡ sè mínɡ
瞻予马首 zhān yú mǎ shǒu
微电子学 wēi diàn zǐ xué
占为己有 zhàn wéi jǐ yǒu
本地连接 běn dì lián jiē
德薄能鲜 dé bó néng xiǎn
心宽体胖 xīn kuān tǐ pán
国定假日 guó dìng jià rì
心急火燎 xīn jí huǒ liǎo
签发地点 qiān fā dì diǎn
鞭辟着里 biān bì zhuó lǐ
心神不属 xīn shén bù zhǔ
乱作胡为 luàn zuò hú wéi
变危为安 biàn wēi wéi ān
必争之地 bì zhēng zhī dì
闭明塞聪 bì míng sè cōng
标记原子 biāo jì yuán zǐ
图像处理 tú xiàng chǔ lǐ
本相毕露 běn xiàng bì lù
本本分分 běn běn fèn fēn
流血漂橹 liú xiě piāo lǔ
早占勿药 zǎo zhān wù yào
朝歌夜弦 zhāo gē yè xián
骂天咒地 mà tiān zhòu dì
薄弱环节 bó ruò huán jié
包罗万有 bāo luó wàn yǒu
宋词元曲 sòng cí yuán qǔ
暴露文学 bào lòu wén xué
马咽车阗 mǎ yān chē tián
薄命佳人 bó mìng jiā rén
穷酸相 qíong suān xiàng
买卖合同 mǎi mài hé tong
约翰保罗 yuē hàn bǎo luó
麦丘之祝 mài qiū zhī zhù
朝华夕秀 zhāo huá xī xiù
朝歌暮弦 zhāo gē mù xián
抱柱之信 bào zhù zhī xìn
背曲腰躬 bèi qǔ yāo gōng
竹篮打水 zhú lán dá shuǐ
北门锁钥 běi mén suǒ yuè
思觉失调 sī jué shī tiáo
罗掘一空 luó jué yī kōng
等差级数 děng chā jí shù
性别角色 xìng bié jué sè
洛阳才子 luò yáng cái zǐ
北斗之尊 běi dǒu zhī zūn
抱子弄孙 bào zǐ nòng sūn
卑辞重币 bēi cí zhòng bì
拨乱为治 bō luàn wéi zhì
四方之志 sì fāng zhī zhì
悲悲切切 bēi bēi qiè qiē
后翻筋斗 hòu fān jīn dǒu
竭尽全力 jié jìn quán lì
不遗寸长 bù yí cùn cháng
恶名昭著 è míng zhāo zhù
什么地方 shén me dì fang
才占八斗 cái zhān bā dǒu
月夜花朝 yuè yè huā zhāo
不知颠倒 bù zhī diān dǎo
嗒然若丧 tà rán ruò sàng
引吭高歌 yǐn háng gāo gē
令人发指 lìng rén fà zhǐ
哀天叫地 āi tiān jiào dì
束缊还妇 shù yūn huán fù
月晕而风 yuè yùn ér fēng
鸣锣喝道 míng luó hè dào
私生子女 sī shēng zǐ nǔ:
地广人稀 dì guǎng rén xī
广播地址 guǎng bō dì zhǐ
才薄智浅 cāi bó zhì qiǎn
弱不禁风 ruò bù jīn fēng
移山倒海 yí shān dǎo hǎi
梳云掠月 shū yún lüě yuè
泰来否往 tài lái pǐ wǎng
劣迹昭著 liè jì zhāo zhù
面谩腹诽 miàn màn fù fěi
礼废乐崩 lǐ fèi yuè bēng
安时处顺 ān shí chǔ shùn
劣迹昭着 liè jì zhāo zhe
遂心快意 suí xīn kuài yì
匀速运动 yún sù yùn dòng
采购合同 cǎi gòu hé tong
熬姜呷醋 áo jiāng xiā cù
安守本分 ān shǒu běn fèn
岁序更新 suì xù gēng xīn
棉花套子 mián huā tào zǐ
引以为荣 yǐn yǐ wéi róng
缊褐瓢箪 yùn hè piáo dān
网络铁路 wǎng luò tiě lù
名我固当 ming wo gu dang
邈处欿视 miǎo chǔ jī shì
应对如流 yìng duì rú liú
勉为其难 miǎn wéi qí nán
不着疼热 bù zhuó téng rè
隋珠弹雀 suí zhū tán què
月夕花朝 yuè xī huā zhāo
什么时候 shén me shí hòu
