䳂 diāo (chāo)|(tiáo)|(xiāo)
䳅 zhǐ (zhì)
䳋 tóng (tōng)|(xiāo)
䳏 guì (jué)
䳔 jú (jiù)
䳚 kàn (hé)
䳝 pǒu (bù)
䳠 shuì (zhù)
䳡 yàn (zhuī)
䳯 chóng (chǒng)
䳴 tà (dá)
䳶 xī (qī)|(jī)
䳻 cán (zhàn)
䴁 yù (yú)
䴆 pú (pū)
䴉 huán (xuán)
䴋 huán (xuán)
䴰 shú (yì)
䴴 tiè (nián)
䴷 hún (huàn)
䴹 guǒ (luǒ)|(hún)
䵀 suǒ (suò)
䵃 kuàng (huáng)
䵖 qiàn (qīn)
䵗 bó (bí)
䵙 zhā (zhǎ)
䵝 yì (yà)
䵠 dí (zhuó)
䵤 jiǎn (xiàn)
䵦 xiè (wū)
䵪 gùn (hùn)
䵫 xūn (yù)
䵱 xì (xī)
䵴 yìng (zèng)|(yùn)
䵵 chuā (zhuó)
䵶 qú (gōu)
䵺 tǐng (dǐng)|(tiǎn)
䵾 fú (fǔ)
䶂 zhuó (jué)
䶏 tì (tǐ)
䶐 wài (huì)
䶗 kè (qiā)|(qiǎ)
䶡 shí (zé)
䶢 jiān (xián)
䶣 ái (gāi)
䶥 zhā (jǔ)|(chǔ)
䶫 yàn (yán)
一 yī (yí)|(yì)
丁 dīng (zhēng)
丂 kǎo (qiǎo)|(yú)
七 qī (qí)
万 wàn (mò)
上 shàng (shang)|(shǎng)
下 xià (xia)
丌 jī (qí)
不 bù (bu)|(fǒu)|(fōu)|(fū)|(bú)
与 yǔ (yù)|(yú)
且 qiě (jū)|(cú)
丙 bǐng (bìng)
丞 chéng (shèng)|(zhēng)|(zhěng)
並 bìng (bàn)|(bàng)
丧 sàng (sāng)
个 gè (ge)|(gě)|(gàn)
中 zhōng (zhòng)
丱 guàn (kuàng)
串 chuàn (guàn)|(quàn)
丳 chǎn (chuàn)
丹 dān (dan)
为 wèi (wéi)
主 zhǔ (zhù)
丼 jǐng (dǎn)
丽 lì (lí)
举 jǔ (ju)
丿 piě (yì)
乁 yí (jí)
乂 yì (ài)
乃 nǎi (ǎi)
乇 tuō (zhé)
么 me (yāo)|(mó)|(ma)
之 zhī (zhù)|(zhì)
乌 wū (wù)
乍 zhà (zuò)
乎 hū (hu)
乐 lè (yuè)
乑 yín (pān)|(zhòng)
乘 chéng (shèng)
乙 yǐ (yì)|(jué)
乜 miē (niè)
九 jiǔ (jiū)
乞 qǐ (qì)
也 yě (yí)
乾 gān (qián)
乿 zhì (luàn)
亃 lǐn (lìn)
了 le (liǎo)|(liào)
予 yǔ (yú)|(zhù)
事 shì (shi)|(zì)
于 yú (wéi)|(yū)|(xū)
亏 kuī (yú)
井 jǐng (jìng)
亘 gèn (xuān)|(gèng)
些 xiē (suò)|(suō)
亝 qí (zhāi)
亞 yà (yā)|(è)
亟 jí (qì)
亡 wáng (wú)
亢 kàng (gāng)|(gēng)
亥 hài (jiē)
亨 hēng (xiǎng)|(pēng)
亮 liàng (liang)|(liáng)
亲 qīn (qin)|(qìng)
亶 dǎn (dàn)|(chán)|(zhān)
亹 mén (wěi)
人 rén (ren)
什 shén (shen)|(shí)
仂 lè (lì)
仃 dīng (dǐng)
仅 jǐn (fù)|(nú)|(jìn)
仆 pū (pú)
仇 chóu (qiú)|(jū)
介 jiè (gè)
从 cóng (cōng)
仔 zǐ (zī)|(zǎi)
他 tā (tuó)
付 fù (fu)
仙 xiān (xian)|(xiǎn)
仛 tuō (duó)|(chà)|(zhé)
仠 gǎn (hàn)
仡 gē (yì)|(wù)
令 lìng (líng)|(lián)|(lǐng)
以 yǐ (sì)
仯 chào (miǎo)
仰 yǎng (áng)
仱 qián (jīng)
仳 pǐ (pí)|(bì)
件 jiàn (móu)
价 jià (jiè)|(jie)
仸 yǎo (fó)
任 rèn (rén)|(lìn)
份 fèn (fen)|(bīn)
仿 fǎng (páng)
伃 yú (yǔ)|(xù)
伈 xǐn (lǐn)
伉 kàng (gāng)|(kǎng)
伋 jí (fán)
伎 jì (zhì)|(qí)|(qì)
伏 fú (fù)
休 xiū (xù)
伒 jìn (yín)
众 zhòng (yín)
优 yōu (yóu)
伙 huǒ (huo)
会 huì (kuài)
传 chuán (zhuàn)
伧 cāng (chen)
伯 bó (bo)|(mò)|(bà)|(bǎi)
估 gū (gù)
伲 nì (nǐ)
伴 bàn (pàn)
伹 qū (zù)
伺 cì (sì)
似 shì (sì)
伽 jiā (qié)|(gā)
佁 yǐ (ǎi)|(sì)|(chì)
佃 diàn (tián)
佄 hān (gàn)
但 dàn (tǎn)|(yàn)
佉 qū (qiā)
佋 zhāo (sháo)|(shào)
位 wèi (lì)
佒 yǎng (yāng)
体 tǐ (bèn)|(cuì)|(tī)
佔 zhàn (chān)|(diān)
何 hé (hè)
佗 tuó (tuō)|(tuò)|(yí)
余 yú (tú)|(xú)|(yù)
佚 yì (dié)
佛 fú (bó)|(bì)|(fó)
作 zuò (zuō)|(zuó)
佝 gōu (kòu)|(jū)
佣 yōng (yòng)
佪 huí (huái)
佫 hè (gé)
佬 lǎo (liáo)
佮 gé (é)
佰 bǎi (mò)
佴 èr (nài)
佷 hěn (héng)
佹 guǐ (guī)
佻 tiāo (tiáo)|(tiào)|(diǎo)|(yáo)|(dào)|(zhào)
佼 jiǎo (jiāo)|(xiáo)
侅 gāi (hài)
來 lái (lài)
侉 kuǎ (huá)|(è)|(wú)
例 lì (liè)
侏 zhū (zhōu)
侒 ān (ǎn)
侔 móu (máo)
侖 lún (lùn)
侗 dòng (tōng)|(tóng)|(tǒng)
侚 xùn (xún)
供 gōng (gòng)
依 yī (yǐ)
侟 cún (jiàn)
侥 jiǎo (yáo)
侧 cè (zè)|(zhāi)
侯 hóu (hòu)
侱 chěng (tǐng)
侲 zhèn (zhēn)|(chēn)
侵 qīn (qǐn)
侸 shù (dōu)
侻 tuì (tuō)
便 biàn (pián)|(biān)
促 cù (chuò)
俆 xú (shū)
俉 wǔ (wú)
俊 jùn (shùn)|(dūn)
俍 liáng (lǎng)
俏 qiào (xiào)|(xiāo)
俓 jìng (yíng)
俔 qiàn (xiàn)
俚 lǐ (lì)
俛 fǔ (miǎn)
俞 yú (shù)
俟 qí (sì)
信 xìn (shēn)
俥 chē (jū)
俩 liǎ (liǎng)
俱 jù (jū)
俶 chù (shū)|(tì)
俸 fèng (běng)
俹 yà (yā)
俺 ǎn (yàn)
俾 bǐ (bì)|(bēi)|(pì)
俿 hǔ (chí)
倀 chāng (chéng)|(zhèng)
倅 cuì (zú)
倆 liǎ (liǎng)
倈 lái (lài)|(liē)
倉 cāng (chuàng)
個 gè (ge)|(gě)
倍 bèi (péi)
們 men (mèn)|(mén)
倒 dào (dǎo)
倓 tán (dàn)|(tàn)
倔 jué (juè)
倕 chuí (zhuì)
倗 péng (pěng)|(píng)
倘 tǎng (cháng)
候 hòu (hou)|(hoù)
倚 yǐ (jī)|(yī)
倛 qī (qí)|(qì)
倜 tì (diào)|(zhōu)
倞 jìng (liàng)
倡 chàng (chāng)
倢 jié (qiè)
倥 kōng (kǒng)
倩 qiàn (qìng)
倪 ní (nì)|(niè)
倭 wō (wēi)|(wǒ)
倰 lèng (líng)
倲 dōng (dòng)
倴 bèn (bēn)
偄 ruǎn (rú)
偅 zhòng (chōng)|(tóng)
假 jiǎ (jià)|(jie)|(xià)|(xiá)|(gé)
偈 jì (jié)|(qì)
偋 bìng (bǐng)
偌 ruò (rè)
偒 tǎng (dàng)
偕 xié (jiē)
偞 xiè (yè)|(zhá)
偢 chǒu (qiào)|(zōu)
偦 xǔ (xū)
偪 bī (fù)
偬 zǒng (cōng)
偲 cāi (sī)|(sǐ)
側 cè (zè)|(zhāi)
偵 zhēn (zhēng)
偺 zá (zán)|(zan)
偻 lóu (lǚ)
偽 wěi (wéi)|(é)|(guì)
傀 guī (kuài)|(kuǐ)
傂 zhì (sī)
傅 fù (fū)
傆 yuàn (yuán)
傋 jiǎng (gòu)
傌 mà (mǎ)
傍 bàng (páng)|(bēng)|(péng)
傒 xī (xì)
傔 qiàn (jiān)
傕 jué (què)
傖 cāng (chéng)|(chen)
傛 yǒng (róng)
傝 tàn (tà)
傢 jiā (xiàng)
傪 cān (sǎn)|(càn)|(cā)|(sēn)
傭 yōng (chōng)|(yòng)
傮 zāo (cáo)
傰 bēng (péng)
傱 sǒng (shuǎng)
傲 ào (áo)
傳 chuán (zhuàn)
傶 zú (qī)
傾 qīng (qǐng)
傿 yàn (yān)|(yìn)
僁 xiè (sù)
僂 lóu (liǔ)|(lǚ)
僄 piào (biāo)
僅 jǐn (jìn)
僆 liàn (lián)
僇 lù (liáo)
僈 mán (màn)
僋 tàn (làn)|(tǎn)
僎 zhuàn (zūn)
僑 qiáo (jiǎo)
僓 tuǐ (tuí)
僔 zǔn (cuán)
僕 pú (pū)|(bú)
僗 láo (lào)
僚 liáo (liǎo)|(lǎo)
僜 chēng (dèng)|(dēng)|(téng)
僝 chán (zhuàn)
僢 chuǎn (chǔn)
僣 tiě (jiàn)
僤 dàn (chán)|(chǎn)|(shàn)|(dá)
僥 jiǎo (yáo)|(jiāo)
僧 sēng (céng)
僪 jú (yù)
僬 jiāo (jiào)|(jiǎo)
僭 jiàn (zèn)
僮 tóng (zhuàng)|(chòng)
僯 lìn (lǐn)
價 jià (qiǎ)|(jie)
僽 zhòu (zhōu)
儃 chán (shàn)|(tǎn)|(dàn)|(zhǎn)
億 yì (yī)
儅 dàng (dāng)
儇 xuān (xuán)
儋 dān (dàn)|(shàn)
儌 jiǎo (jiāo)
儐 bīn (bìn)
儑 án (àn)
儓 tái (tài)
儔 chóu (dào)
儗 nǐ (yí)|(yì)|(ài)
儠 liè (là)
儡 lěi (léi)|(lèi)
儥 yù (dí)|(dú)
儭 chèn (qìn)|(qīn)
儱 lǒng (lòng)|(lóng)
儲 chǔ (chú)
儳 chán (chàn)
儴 ráng (xiāng)
儵 shū (tiáo)
儶 huì (xié)
儷 lì (lí)
儻 tǎng (tàng)|(chǎng)
儽 léi (lěi)|(luǒ)
儿 ér (r)|(rén)
兀 wù (wū)
允 yǔn (yuán)
兄 xiōng (xiong)|(kuàng)
光 guāng (guàng)
免 miǎn (wèn)|(wǎn)
兑 duì (ruì)|(duó)
兒 ér (r)|(ní)
兓 jīn (zàn)
兔 tù (tú)|(chān)
兩 liǎng (liàng)
兪 yú (yù)|(shù)|(shū)|(zhū)
八 bā (bá)
六 liù (lù)
共 gòng (gōng)|(gǒng)|(hóng)
兴 xìng (xīng)
其 qí (jī)|(jì)
具 jù (ju)
典 diǎn (tiǎn)
兹 zī (cí)
冂 jiōng (jiǒng)
内 nèi (nà)|(ruì)
冉 rǎn (nán)|(dān)
冋 jiōng (jiǒng)
册 cè (zhà)
冏 jiǒng (jiōng)
冒 mào (mò)
冓 gòu (gōu)
冘 yín (yóu)
写 xiě (xiè)
冠 guān (guàn)
冥 míng (mián)|(miàn)
冯 féng (píng)
冰 bīng (níng)
冲 chōng (chòng)
冷 lěng (líng)|(lǐng)
冼 xiǎn (shěng)
净 jìng (chēng)
凉 liáng (liàng)
凌 líng (lìng)
几 jǐ (jī)
処 chǔ (chù)
凵 qiǎn (kǎn)
凹 āo (wā)
凿 záo (zuò)
刀 dāo (diāo)
分 fēn (fèn)|(fen)|(fén)|(bàn)
切 qiè (qiē)|(qì)
划 huà (huá)|(guò)|(guǒ)|(huai)
列 liè (lì)
创 chuàng (chuāng)
別 bié (biè)
刨 páo (bào)
利 lì (li)
别 bié (biè)
刬 chǎn (chàn)
到 dào (dao)
刳 kū (kōu)
刷 shuā (shuà)
券 quàn (xuàn)
刹 shā (chà)
刺 cì (qì)|(cī)
刻 kè (kēi)
削 xuē (xiāo)|(qiào)|(shào)
剋 kè (kēi)
剌 lá (là)
前 qián (qiǎn)|(jiǎn)
剎 shā (chà)
剔 tī (tì)
剗 chǎn (chàn)
剟 duō (chì)
剠 qíng (lüè)
剡 shàn (yǎn)
剢 dū (zhuó)
剥 bō (bāo)|(pū)
剫 duó (dù)
剬 duān (tuán)|(zhì)
副 fù (pì)
剳 dá (zhá)
剴 kǎi (āi)
創 chuàng (chuāng)|(qiāng)
剸 tuán (zhuān)|(zhuàn)
剹 lù (jiū)
剽 piāo (piào)|(piáo)|(biǎo)|(biāo)
剿 jiǎo (chāo)
劁 qiāo (qiáo)
劃 huà (huá)|(hua)|(huai)
劄 zhā (zhá)
劈 pī (pǐ)
劋 jiǎo (chāo)
劐 huō (huò)|(huá)
劘 mó (mí)
力 lì (li)
务 wù (wu)
劦 xié (liè)
助 zhù (chú)
劲 jìn (jìng)
劾 hé (kài)
势 shì (shi)
勁 jìn (jìng)
勌 juàn (juān)
勑 chì (lài)
勒 lēi (lè)|(lei)
勖 xù (mào)
務 wù (wu)|(wǔ)|(wú)|(máo)|(mào)
勜 wěng (yǎng)
勞 láo (lào)|(liáo)
募 mù (bó)
勢 shì (shi)
勤 qín (qí)
勥 jiàng (qiǎng)|(jiǎng)
勦 chāo (jiǎo)|(cháo)
勭 tóng (dòng)
勷 ráng (xiāng)
勺 sháo (shuò)|(zhuó)|(dì)
勾 gōu (gòu)
勿 wù (mò)
匀 yún (jūn)|(yùn)
包 bāo (páo)|(fú)
匋 táo (yáo)
匕 bǐ (pìn)
化 huà (huā)|(huò)
北 běi (bèi)
匙 shi (chí)
匚 fāng (fàng)
匠 jiàng (jiang)
匡 kuāng (wāng)
匨 zāng (cáng)
匪 fěi (fēi)|(fēn)
匱 guì (kuì)
区 qū (ōu)
医 yī (yì)
匼 kē (ē)|(ǎn)
匽 yǎn (yàn)
匿 nì (tè)
區 qū (ōu)|(gōu)|(qiū)|(kòu)
午 wǔ (wu)
半 bàn (pàn)
华 huá (huà)
卑 bēi (bǐ)|(bì)|(pí)|(bān)
卒 zú (cù)|(cuì)
单 dān (chán)|(shàn)
卖 mài (mai)
南 nán (nā)
卙 jí (chì)
卜 bo (bǔ)|(pū)
卝 kuàng (guàn)
卞 biàn (pán)
卟 bǔ (jī)
占 zhàn (zhān)|(tiē)
卡 kǎ (qiǎ)
卤 lǔ (xī)
卬 áng (yǎng)
印 yìn (yì)
卵 luǎn (kūn)
卷 juǎn (juàn)|(quán)|(quān)|(gǔn)|(jùn)
卹 xù (sū)
卻 què (jiǎo)|(xì)
厂 chǎng (hǎn)|(yán)|(ān)
厃 wěi (yán)
厄 è (ě)
厇 zhé (zhái)
厈 hǎn (àn)
压 yā (yà)
厎 dǐ (zhǐ)
厏 zhǎ (zhǎi)
厓 yá (ái)
厔 zhì (shī)
厕 cè (si)
厘 lí (chán)
厝 cuò (jí)
厦 shà (xià)
厭 yàn (yā)|(yǎn)|(yān)|(yì)
厱 lán (qiān)
厲 lì (lài)
厶 sī (mǒu)
厷 gōng (hóng)
厸 lín (min)
厹 róu (qiú)
去 qù (qū)
厾 dū (dǔ)
叀 zhuān (huì)
参 cān (shēn)|(cēn)
參 cān (shēn)|(sān)|(cēn)|(càn)|(sǎn)
叉 chā (chá)|(chǎ)|(chà)
友 yǒu (you)|(yoǔ)
反 fǎn (fàn)
发 fā (fa)|(fà)
叓 shì (lì)
叔 shū (shu)
叕 zhuó (yǐ)|(lì)|(jué)
取 qǔ (qū)
受 shòu (dào)
叚 jiǎ (xiá)
叟 sǒu (sōu)|(xiāo)
口 kǒu (koǔ)|(kou)
古 gǔ (gù)|(kū)
句 jù (gōu)|(gòu)|(qú)
叨 dāo (tāo)|(dáo)
只 zhǐ (zhī)
召 zhào (shào)
叭 bā (pā)|(ba)
可 kě (gē)|(kè)
台 tái (yí)|(sì)|(tāi)
叱 chì (huà)|(é)
叶 yè (xié)
号 hào (hao)|(háo)|(xiāo)
司 sī (cí)|(sì)
叹 tàn (yǐ)|(yòu)
叻 lè (lì)
叿 hōng (hóng)
吁 xū (yù)|(yū)
吂 máng (màng)
吃 chī (qī)
各 gè (gě)
吅 xuān (sòng)
吇 zǐ (jí)
合 hé (gě)
吋 cùn (dòu)|(yīng)
同 tóng (tong)|(tòng)
名 míng (mìng)
吐 tǔ (tù)
吒 zhā (zhà)
吓 xià (hà)|(hè)
吔 yě (yē)
吖 yā (ā)
吗 ma (má)|(mǎ)
吚 yī (xī)
吞 tūn (tiān)
吟 yín (yǐn)|(jìn)
吡 bǐ (bì)|(pǐ)
吤 jiè (gè)|(xiè)
吥 bù (pōu)
否 fǒu (pǐ)
吧 ba (bā)|(pā)
吨 dūn (tún)|(tǔn)
吩 fēn (pèn)
吪 é (huā)
含 hán (hàn)
听 tīng (ting)|(yǐn)|(yí)
吭 kēng (háng)|(hàng)
吱 zhī (zī)|(qì)
吲 yǐn (shěn)
吳 wú (yú)
吴 wú (tūn)
吵 chǎo (miǎo)|(chāo)|(chào)
吶 nà (ne)
吷 xuè (chuò)|(jué)
吹 chuī (chuì)
吺 dōu (rú)
吽 hōng (ōu)|(hǒu)
吾 wú (yú)|(yá)
呀 ya (yā)|(xiā)
呃 è (ài)|(e)
呅 méi (wěn)
呆 dāi (bǎo)|(ái)
呈 chéng (kuáng)|(chěng)
告 gào (jū)|(gù)
呎 chǐ (yīng)
呐 nà (ne)|(nè)|(na)|(nuò)
呔 dāi (tǎi)
呕 ǒu (òu)
呗 bei (bài)
员 yuán (yún)|(yùn)
呛 qiāng (qiàng)
呡 wěn (mǐn)
呢 ne (ní)|(nǐ)|(nī)
呣 ḿ (móu)|(m̀)
呤 lìng (líng)
呫 tiè (chè)
呬 xì (chì)
呮 qì (zhī)
呰 zǐ (cī)|(jī)|(xì)
呱 gū (guā)|(guǎ)
呲 cī (cí)|(zī)
味 wèi (mèi)
呴 xǔ (hǒu)|(hōu)|(gòu)|(gōu)|(gū)
呵 ā (hē)|(hā)|(a)|(kē)|(huō)|(á)|(à)
呶 náo (ná)|(nǔ)
呷 gā (xiā)|(jiǎ)
呹 yì (chì)
呺 xiāo (háo)
呼 hū (hu)|(xiāo)|(xū)|(hè)|(xià)
呾 dá (yà)|(tǎ)|(dàn)
呿 qù (kā)
咀 jǔ (zuǐ)
咁 hán (xián)|(gàn)
咇 bié (bì)
咉 yāng (yǎng)
咋 zǎ (zé)|(zhà)|(zhā)
和 hé (huo)|(he)|(hè)|(huò)|(huó)|(hú)
咍 hāi (tāi)
咎 jiù (gāo)
咐 fù (fú)
咔 kā (nòng)|(kǎ)
咕 gū (gu)
咖 kā (jiā)|(gā)
咞 xiàn (xián)
咡 èr (ér)
咣 guāng (gōng)
咥 xì (xī)|(dié)|(zhì)
咦 yí (xī)
咧 liě (liè)|(liē)|(lié)|(lie)
咩 miē (mie)
咪 mī (miē)|(mǎi)|(mǐ)
咬 yǎo (jiāo)|(yāo)|(jiǎo)
咭 jī (xī)|(qià)
咮 zhòu (zhù)|(zhū)|(rú)
咯 gē (luò)|(kǎ)|(kā)|(lo)
咰 shù (xún)
咱 zán (zan)|(zá)|(zǎ)
咳 hāi (ké)|(hái)|(gāi)
咴 huī (hái)
咶 huài (shì)|(guō)|(guā)|(huà)
咷 táo (tiào)
咸 xián (jiǎn)|(jiān)
咹 è (àn)|(ń)
咺 xuǎn (xuān)
咻 xiū (xǔ)|(xiāo)|(xù)
咼 guō (wāi)|(hé)|(wǒ)|(wō)|(guǎ)
咽 yàn (yè)|(yān)|(yuān)
哄 hōng (hǒng)|(hòng)
哅 xiōng (hōng)
哆 duō (chǐ)|(zhà)|(chì)|(duò)|(diě)
哇 wa (wā)|(guī)|(huá)|(wá)
哈 hā (hà)|(hē)|(hé)|(hǎ)|(tà)|(shà)
哋 diè (dì)
哌 pài (gū)
哏 gén (hěn)|(ǹ)
哐 kuāng (qiāng)
哑 yǎ (yā)
哕 huì (yuě)
哗 huā (huá)
哟 yō (yo)
員 yuán (yún)|(yùn)
哥 gē (ge)
哦 ó (ò)|(é)
哧 chī (xià)|(hè)
哨 shào (sāo)|(xiāo)|(xiào)|(sào)
哩 lī (lì)|(li)|(lǐ)|(mái)|(yīng)
哪 nǎ (na)|(nuó)|(nǎi)|(nà)|(niè)|(né)|(něi)
哮 xiāo (xiào)|(xuē)
哱 bō (pò)|(bèi)|(bā)|(bó)
哴 liàng (láng)
哷 liè (lǜ)
哺 bǔ (bū)|(fǔ)
哼 hēng (hng)
哽 gěng (yǐng)|(yìng)|(ńg)|(ń)
哾 shuō (yuè)
唄 bei (bài)
唆 suō (shuà)
唇 chún (zhēn)|(zhèn)
唉 āi (ǎi)|(ài)
唊 jiá (qiǎn)
唌 xián (yán)|(dàn)
唏 xī (xiè)
唑 zuò (shì)
唔 wú (wù)|(ńg)|(ḿ)|(ń)
唚 qìn (qīn)
唝 gòng (hǒng)
唠 láo (lào)
唡 liǎng (yīng)
唤 huàn (huan)
唧 jī (jié)
唩 wō (wěi)
唪 fěng (běng)
唫 jìn (yín)
唬 hǔ (xiāo)|(guó)|(xià)|(háo)
售 shòu (shú)
唯 wéi (wěi)
唲 ér (wā)
唵 ǎn (ng)|(n)
唶 zé (jiè)
唷 yō (yù)
唸 niàn (diàn)
唻 lài (lái)
唼 shà (qiè)
啁 zhāo (dāo)|(zhōu)|(tiáo)|(diào)
啄 zhuó (zhòu)
啅 zhuó (zhào)
啇 dì (shì)|(zhāi)
啈 hēng (hèng)|(è)|(zá)
啉 lín (lán)|(lèn)
啊 a (ā)|(è)|(á)|(ǎ)|(à)
啋 cǎi (cāi)|(xiāo)
啌 xiāng (qiāng)
啍 tūn (zhūn)|(xiāng)|(tuī)|(duǐ)
問 wèn (wen)
啐 cuì (zú)|(zá)|(è)|(chuài)
啑 shà (zā)|(jié)|(dié)|(tì)
啘 yè (wā)
啙 zǐ (cī)
啚 bǐ (tú)
啜 chuài (chuò)|(zhuó)
啞 yǎ (è)|(yā)
啡 fēi (pèi)|(pái)|(pēi)|(bài)
啢 liǎng (yīng)
啦 la (lā)
啨 yīng (qíng)
啳 quán (jué)
啴 chǎn (tān)
啵 bo (bō)
啻 chì (dì)
啽 án (ān)
喀 kā (kè)|(ke)
喁 yóng (yú)
喃 nán (nǎn)
喇 lǎ (lá)|(lā)|(la)
喈 jiē (xiè)
喊 hǎn (kàn)|(jiān)
喋 dié (zhá)|(qiè)
喏 nuò (rě)
喑 yīn (yǐn)|(yìn)
喒 zá (zǎn)|(zán)|(zà)|(zan)
喔 ō (wō)|(wū)|(o)|(ò)
喙 huì (zhòu)
喚 huàn (huan)
喛 huàn (yuán)|(xuǎn)|(hé)
喜 xǐ (xī)|(chì)
喝 hē (he)|(hè)|(yè)|(kài)
喟 kuì (huài)
喠 zhǒng (chǒng)
喡 wéi (wèi)
喢 shà (chè)
喥 duó (zhà)
喦 niè (yì)
喧 xuān (xuǎn)
喪 sàng (sāng)
喫 chī (kài)
喬 qiáo (jiǎo)
喭 yàn (yǎn)
單 dān (dǎn)|(chán)|(shàn)|(chǎn)|(dàn)|(zhàn)|(tán)
喯 pèn (bēn)
喰 cān (sūn)|(qī)
喲 yō (yo)
喳 zhā (zha)|(chā)
喷 pēn (pèn)
喻 yù (yú)
喽 lóu (lou)
喿 zào (qiāo)
嗃 hè (xiāo)|(xiào)|(hù)
嗄 á (shà)|(a)|(xià)
嗆 qiāng (qiàng)|(chéng)
嗊 hǒng (gǒng)|(gòng)
嗌 ài (yì)|(wò)
嗎 ma (má)|(mà)|(mǎ)
嗑 kē (kè)|(hé)|(xiá)
嗒 dā (tà)|(da)
嗔 chēn (tián)
嗖 sōu (sù)|(sòu)
嗗 wā (gū)
嗙 pǎng (bēng)|(bàng)
嗚 wū (wù)
嗛 qiǎn (xián)|(qiàn)|(qiān)|(qiè)
嗟 jiē (jiè)|(juē)
嗡 wēng (wěng)
嗨 hāi (hēi)
嗯 ń (ň)|(ǹ)|(nǵ)|(nǧ)|(ng̀)|(ńg)|(ňg)|(ǹg)
嗳 āi (ǎi)|(ài)
嗺 zuī (suī)|(zuǐ)
嗻 zhē (zhè)|(zhù)|(zhe)
嗽 sòu (shuò)|(shù)
嘀 dí (zhé)|(dī)
嘁 qī (zú)|(zā)
嘄 jiāo (jiào)|(dǎo)
嘅 kǎi (kài)|(gé)
嘇 shān (càn)|(shěn)
嘌 piào (piāo)
嘍 lóu (lǒu)|(lou)
嘎 gā (gá)|(gǎ)
嘏 gǔ (jiǎ)
嘐 xiāo (jiāo)|(láo)|(bào)|(miù)
嘑 hū (hù)
嘔 ǒu (ōu)|(òu)|(xū)|(chū)|(ou)
嘘 xū (shī)
嘚 dē (dé)|(dāi)|(dēi)
嘛 ma (má)
嘞 lei (lē)
嘩 huā (huá)
嘬 chuài (zuō)
嘮 láo (chāo)|(lào)|(xiāo)
嘯 xiào (chì)
嘲 cháo (zhāo)
嘸 fǔ (m̄)
嘹 liáo (liào)
嘺 qiáo (qiào)
嘼 chù (xù)|(shòu)
嘽 chǎn (tān)|(chān)|(tuō)|(dǎn)
嘾 dàn (tán)
嘿 hēi (mò)|(mù)
噁 ě (wù)|(wò)
噃 fān (bo)
噈 cù (zā)|(hé)
噋 tūn (kuò)
噌 cēng (chēng)
噍 jiào (jiāo)|(jiū)
噎 yē (yì)|(shà)
噡 zhān (dān)
噢 ō (yǔ)|(yù)|(ào)
噣 zhòu (zhuó)|(zhú)|(dú)
噥 nóng (náng)
噦 huì (yué)|(yuě)
噫 yī (ǎi)|(yì)
噭 jiào (qiào)|(chī)
噯 āi (ǎi)|(ài)
噰 yōng (yǒng)
噱 jué (xué)
噲 kuài (guài)|(kuò)|(wèi)
噴 pēn (pèn)|(fèn)
噶 gá (gé)
噷 hm (xīn)|(hēn)
嚂 làn (hǎn)
嚄 huō (huò)|(wò)|(ǒ)
嚇 xià (hè)
嚊 pì (xì)|(xiù)
嚋 chóu (zhōu)
嚌 jì (jiē)|(zhāi)
嚓 cā (chā)
嚔 tì (zhì)
嚕 lǔ (lū)
嚗 bó (pào)|(bào)
嚙 niè (yǎo)
嚛 hù (yo)
嚜 me (mèi)|(ma)
嚣 xiāo (áo)
嚮 xiàng (xiǎng)
嚯 huò (xuè)
嚴 yán (yǎn)
嚵 chán (chān)
嚷 rǎng (rāng)
嚼 jué (jiáo)|(jiào)
嚾 huān (huàn)
囁 niè (zhé)
囂 xiāo (áo)
囃 cà (zhā)|(zǎ)
囉 luō (luó)|(luo)
囊 náng (nāng)
囋 zá (zàn)|(cān)
囐 zá (niè)|(yàn)|(è)
囔 nāng (nang)
囗 wéi (guó)
囝 jiǎn (nān)|(yuè)
囡 nān (niè)
团 tuán (qiú)
囤 dùn (tún)
园 yuán (wán)
囱 cōng (chuāng)
圂 hùn (huàn)
圈 quān (juàn)|(juān)|(quán)|(juǎn)
圌 chuán (chuí)
團 tuán (chuán)
圜 huán (yuán)
土 tǔ (dù)|(chǎ)|(tú)
圣 shèng (kū)
圩 wéi (yú)|(xū)
圪 gē (yì)
圫 yù (zhūn)
地 de (dì)
圱 qiān (sú)
圳 zhèn (quǎn)|(chóu)|(huái)
场 chǎng (cháng)
圻 qí (yín)
圾 jī (jí)|(jié)
坁 zhǐ (zhì)
坆 méi (fén)
均 jūn (yùn)
坈 rǒng (kēng)
坉 tún (dùn)
坊 fāng (fáng)
坋 bèn (fèn)
坎 kǎn (kàn)
坏 huài (pī)|(péi)
坑 kēng (kàng)
坓 jǐng (xíng)
坔 dì (làn)
块 kuài (yué)
坢 bàn (pǎn)|(pàn)
坥 qū (jù)
坨 tuó (yí)
坫 diàn (zhēn)
坯 pī (huài)
坳 ào (āo)|(yǒu)
坶 mǔ (mù)|(méi)
坷 kě (kē)|(jiōng)
坻 chí (dǐ)
坿 fù (fú)
垂 chuí (zhuì)
垃 lā (la)
垌 dòng (tǒng)|(tóng)
垍 jì (jī)
垛 duǒ (duò)
垜 duǒ (duò)
垠 yín (kèn)
垦 kěn (yín)
垧 shǎng (jiōng)
垩 è (shèng)
